color,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,target,aspect_ratio,movie_facebook_likes,Director_ID,actor1_id,actor2_id,actor3_id,genres_number,plot_keywords_number,ID,Adventure,Fantasy,Sci-Fi,Thriller,Documentary,Romance,Animation,Comedy,Family,Musical,Mystery,Western,Drama,History,Sport,Crime,Horror,War,Biography,Music,Game-Show,Reality-TV,News,Short,Film-Noir
1,274,123,628,171,565,15294553,202341,1595,1,391,46,7,17,12000000,2013,555,7.8,2.4,105000,1000,3453,1399,1472,3,5,2950,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,248,119,611,4,755,11041228,92295,1244,3,420,29,11,18,100000000,2004,483,7.6,2.4,0,1547,900,1753,5134,4,5,2951,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,58,95,216,968,1000,6739141,23383,4755,0,68,46,12,17,8000000,1992,1000,5.9,1.9,1000,457,3263,583,47,4,5,2956,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,138,113,319,48,1000,4717455,18632,1171,0,354,46,12,17,12000000,2003,65,5.3,1.9,656,1807,345,1760,5139,2,5,2962,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,61,109,40,794,5000,2326407,5016,7166,5,99,46,7,17,12000000,2001,1000,7.0,2.4,305,727,725,49,1636,1,5,2964,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,363,110,584,74,629,2201412,68883,1173,0,279,30,24,17,12215500000,2006,398,7.0,1.9,7000,1614,3457,1761,5141,4,5,2965,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,131,101,61,611,769,2060953,29990,2543,0,316,46,45,17,12000000,1999,692,7.1,2.4,0,1055,1645,425,3350,3,5,2967,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,280,172,667,70,211,2835886,55516,456,2,124,19,15,15,9200000,2013,98,7.7,2.4,29000,1578,3458,1763,5143,1,5,2969,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,469,99,0,520,3000,1702277,84620,5074,4,235,46,7,17,12000000,2013,1000,6.8,2.4,27000,1296,2260,1765,5145,2,5,2971,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,194,129,0,576,878,261481,41496,2378,0,210,45,5,17,12000000,2004,643,7.5,2.4,0,1577,3077,805,4117,3,5,2972,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,123,111,277,289,845,548934,16863,1554,2,57,46,19,18,12000000,2009,327,6.8,1.9,0,2258,420,454,3718,3,5,2975,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,25,107,0,745,941,141853,1427,3099,2,12,46,12,17,12000000,1997,754,6.0,1.9,88,1994,1024,896,726,2,5,2978,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,69,120,7,289,662,214202,14831,1952,0,75,46,3,17,12000000,2007,345,7.5,2.4,0,2090,3052,1691,3718,3,5,2981,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,73,134,45,0,9,195888,5603,11,0,45,1,48,17,2500000000,2005,2,7.1,2.4,607,421,3460,1769,5149,3,5,2982,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,101,95,611,3,9,190666,2410,18,1,20,29,11,17,39747870,2009,4,5.7,2.4,784,1547,3461,1770,5150,2,5,2984,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,149,132,14,3,52,119922,8429,91,0,62,29,11,17,12000000,2009,32,7.7,2.4,0,260,777,1771,5151,3,5,2986,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,5,89,0,188,970,0,408,1854,0,12,29,11,16,39747870,2011,618,3.2,0.0,211,731,412,1230,5152,5,4,2988,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,44,138,7,16,84,0,4899,164,0,49,44,6,9,12000000,2010,33,6.1,2.4,0,1250,3374,1772,5153,4,5,2989,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,74,113,212,18,567,17149,12128,708,9,61,46,65,17,20000000,2011,111,5.6,2.4,0,1697,46,1773,5154,3,5,2990,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,156,99,76,42,181,0,64423,433,1,293,46,7,17,12000000,2009,168,6.9,2.4,13000,2110,3462,1774,5155,3,5,2991,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,151,104,0,1000,26000,30093107,600996,39175,6,726,46,7,17,6000000,2000,11000,8.3,1.9,27000,1721,3043,41,89,2,5,2994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,25,134,0,4,15,48856,3466,30,0,40,44,6,13,11900000,1993,6,7.5,1.9,355,1159,3464,1779,5159,1,5,2997,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,35,100,2,388,680,0,3737,1780,2,27,46,7,17,11500000,2009,544,6.0,2.4,443,1498,2135,1780,5096,2,5,2998,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,6,130,3,2,215,0,117,244,1,6,13,11,13,12000000,2015,27,6.2,2.4,4,44,3465,1781,5160,1,1,2999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,101,114,335,14,585,10230,14437,679,0,26,32,7,17,39747870,2014,68,7.2,2.4,0,2102,3466,1785,5162,5,5,3004,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,30,92,53,32,84,0,3104,179,2,33,46,8,15,12000000,2014,37,4.3,0.0,774,817,3468,1383,5163,3,1,3010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,56,100,32,621,785,0,18220,3135,5,102,46,7,18,13500000,2007,692,5.8,1.9,0,1630,1113,1257,3049,1,5,3012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,77,122,0,191,276,39025000,73193,903,0,190,46,7,17,11000000,1995,258,7.6,1.9,0,306,1647,861,5164,2,5,3015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,156,92,52,647,723,27669413,76207,3101,0,194,46,8,17,11000000,2009,651,6.0,1.9,0,1143,1090,1790,3814,2,5,3017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,351,111,34,54,838,38317535,73249,995,1,212,46,7,18,11000000,2015,55,7.5,1.9,36000,204,1537,1795,5166,2,5,3024,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,124,184,0,111,385,0,101627,1104,0,369,46,7,16,11000000,1975,293,8.1,1.7,0,1882,1704,1796,5167,4,5,3025,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,175,98,0,123,358,18381787,15684,1114,4,126,46,7,18,11000000,2012,156,6.8,2.4,13000,1039,465,1799,5168,2,5,3028,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,203,109,64,553,16000,33305037,33856,17866,2,147,46,7,18,11000000,2015,638,7.3,2.4,34000,2331,105,424,2078,3,5,3031,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1,66,86,4,424,960,4814244,12437,2415,4,107,46,8,17,11000000,2002,448,5.3,1.9,405,1215,97,1213,5169,2,5,3034,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,25,125,10,109,866,4068087,2164,1281,1,74,46,8,18,17000000,2003,147,7.7,1.9,0,1966,3377,1801,5170,3,5,3036,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1,169,125,608,579,979,3753806,20307,3133,1,165,46,7,17,11000000,2004,594,7.7,1.9,0,2200,171,1446,318,2,5,3037,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,70,94,18,183,658,3034181,13622,1559,3,128,46,7,17,11000000,2002,463,5.4,1.9,550,2339,884,1311,2369,3,5,3038,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,136,111,17,405,845,0,5013,3117,2,59,46,7,17,12000000,2010,641,5.7,2.4,0,199,3472,1807,5175,3,5,3047,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,28,96,4,199,917,0,618,1827,0,12,46,15,3,39747870,1969,545,6.2,2.4,85,779,3473,1808,5177,3,5,3049,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,75,118,10,48,172,399879,5772,378,2,115,46,12,17,15000000,2006,71,6.4,2.4,302,674,3475,1810,5179,4,5,3051,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,20,193,160,860,8000,3275443,13998,10822,2,264,43,9,17,700000000,2006,1000,6.0,2.4,659,878,3476,1811,2034,1,5,3052,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,105,97,32,327,893,18535191,12980,2640,3,132,46,7,18,14000000,1999,692,6.9,1.9,646,1630,459,1257,1324,2,5,3053,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,120,98,7,507,805,23838,28570,2271,0,160,46,7,17,7000000,2013,766,5.5,2.4,0,1659,3298,775,3676,3,5,3054,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,285,161,0,73,273,56715371,427357,727,0,1736,46,7,14,12000000,1968,117,8.3,2.2,24000,1882,3477,1813,5181,3,5,3056,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17,97,4,194,882,0,1337,1554,1,28,46,8,16,12500000,2004,450,6.3,1.9,392,1431,21,1815,5182,2,5,3059,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,3,24,688,44,381,0,2651,592,3,18,46,7,13,39747870,2002,102,7.9,0.0,0,2383,3478,1817,5183,1,5,3061,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,144,0,119,564,1165104,8598,1121,5,43,43,9,13,39747870,2010,154,5.3,0.0,250,599,3479,1818,5184,1,5,3062,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43,145,0,280,639,5669081,3665,1807,1,57,42,10,17,10818775,2012,377,6.6,2.4,0,453,3480,1820,3700,3,5,3064,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,94,106,7,24,68,0,15060,175,4,27,40,2,13,11000000,2014,29,7.4,1.9,0,720,3481,1821,5185,3,5,3065,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,165,109,65,393,798,78845130,17596,2480,1,94,46,2,17,10000000,2016,465,6.1,2.4,0,1831,221,1365,4453,4,5,3071,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,173,101,13,368,494,55865715,41763,2013,0,403,46,7,18,10000000,2005,392,5.5,2.4,0,2291,657,1823,573,4,5,3075,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,190,90,108,270,1000,37470017,86890,1982,0,985,46,3,17,10000000,2001,322,6.1,1.9,0,987,3119,1826,1229,2,5,3082,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,56,153,82,139,695,16800000,25303,1593,1,138,46,7,14,10000000,1968,275,7.5,2.4,0,2101,3217,1827,5188,3,5,3084,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,264,124,108,186,1000,46377022,75306,1898,3,266,46,7,18,10000000,2011,400,7.3,2.4,48000,1873,204,149,1845,2,5,3085,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,117,107,750,60,794,36200000,101840,1529,2,193,46,12,18,12305523,1985,531,6.2,2.4,0,1720,3482,1829,5189,4,5,3087,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,242,97,482,482,852,52200504,54190,2426,0,183,46,8,18,10000000,2015,542,6.1,2.4,29000,647,960,1831,5186,3,5,3092,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,48,140,32,120,535,32101000,27800,1109,0,96,46,7,17,10000000,1992,211,5.4,1.9,0,2208,2325,1833,4209,2,5,3094,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,158,122,108,111,220,33071558,22369,583,6,100,46,7,16,10000000,2015,186,6.6,2.4,21000,1873,3484,1845,5196,2,1,3117,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,386,99,64,918,13000,14597405,71679,17204,1,216,46,7,17,6400000,2011,2000,7.0,2.4,17000,2331,481,167,2067,2,5,3131,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,77,97,31,551,4000,10561238,27265,6388,0,321,46,3,18,10000000,1999,980,6.5,1.9,0,360,490,1195,1305,3,5,3138,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,137,97,350,250,460,8111360,34848,1334,1,203,46,7,17,10000000,2002,372,7.4,1.9,0,1833,625,894,4988,3,5,3144,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,94,130,63,2,24,9473382,26832,29,3,247,40,8,17,10000000,1998,3,7.7,1.9,0,1841,3492,1856,5205,4,5,3154,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,143,112,0,201,874,6197866,63733,1351,0,414,46,2,14,10000000,1999,262,8.0,2.4,0,1919,984,1485,1714,2,5,3155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,168,100,0,231,427,5998971,58509,1022,0,143,46,7,18,39747870,2007,269,6.6,2.4,0,2122,2163,1857,5206,3,5,3158,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,181,120,64,72,144,5004648,14031,474,1,114,19,15,17,10000000,2009,110,7.0,1.9,0,612,3494,1862,5209,2,5,3165,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,30,100,34,541,10000,3275585,10735,13160,1,88,46,7,17,11500000,1993,721,6.6,1.9,561,1107,118,545,981,4,5,3167,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,287,115,549,911,3000,54557348,361169,5732,0,1624,46,3,17,6500000,2004,912,7.9,2.4,18000,1763,363,1280,666,3,5,3169,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,96,135,25,553,902,3041803,6377,2735,0,181,46,7,16,10000000,2000,576,7.1,2.4,345,1616,752,743,2078,2,5,3170,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,44,120,108,400,634,1055654,20426,2673,1,175,46,3,18,10000000,2006,436,7.3,2.4,0,987,1250,1865,1627,3,5,3172,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,157,98,0,258,530,1641788,30096,1381,0,213,46,8,17,8000000,2002,387,6.8,1.8,0,2206,794,1869,2313,3,5,3179,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,80,132,41,1000,16000,1309849,9395,29177,1,103,46,7,16,10000000,2002,11000,7.2,2.4,0,895,3045,86,681,2,5,3181,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,53,55,688,2,20,447093,12591,25,0,37,17,26,5,39747870,2002,3,9.1,1.3,0,2383,3432,1674,5085,1,5,3183,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,20,168,53,45,307,0,12411,616,0,110,43,9,15,10000000,2006,200,6.3,2.4,533,712,3498,1870,5214,4,5,3184,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,90,87,0,503,975,1276984,11403,3059,2,150,46,2,17,10000000,2000,537,6.2,1.9,795,1157,527,1530,1825,3,5,3185,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,82,104,23,232,22000,1011054,10585,23513,1,83,46,8,17,10000000,2003,893,7.2,2.4,0,963,90,459,2251,3,5,3188,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,192,95,0,20,20000,866778,44208,20364,3,117,46,5,18,10000000,2007,329,6.7,2.4,0,1577,109,1873,5217,2,5,3190,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,36,119,0,54,816,836641,1402,1585,0,40,46,17,17,39747870,1998,623,6.2,1.9,74,1105,1379,739,5218,1,5,3191,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,71,89,0,119,990,598645,13145,2006,0,215,46,7,17,10000000,2002,711,3.6,1.9,725,1721,43,1874,4504,2,5,3192,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,246,85,0,51,478,488872,56923,700,2,243,45,5,16,10000000,2001,83,7.3,1.9,0,1171,3499,1876,4559,3,5,3194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,34,101,324,28,678,231417,1649,1256,0,21,40,2,13,60000000,1997,541,6.6,1.7,33,1923,1118,1005,5220,3,5,3196,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,22,101,163,34,837,244465,1135,1019,1,14,40,2,13,39747870,1997,130,6.8,2.4,85,1473,3143,1879,5222,2,5,3198,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,196,123,0,131,18000,756452,27009,18652,0,118,46,7,17,39747870,2011,451,6.2,2.4,12000,280,375,467,3569,3,5,3199,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,43,86,302,428,893,226792,3080,3049,2,44,46,7,17,10000000,2001,798,6.2,1.9,117,573,459,1881,1155,3,5,3201,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,200,90,76,345,798,136432,31890,2217,0,194,46,7,17,5000000,2006,769,6.6,1.9,0,2110,1881,1883,5224,3,5,3203,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,112,110,26,146,17000,152857,19979,18236,3,56,46,7,17,39747870,2010,793,7.0,1.9,0,2255,72,1885,5225,1,5,3205,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,12,125,21,36,78,169379,683,221,1,3,42,10,17,10000000,2013,61,6.2,0.0,874,255,3501,1887,5227,3,1,3208,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,16,94,50,422,835,140987,361,2519,3,4,46,8,16,39747870,2008,632,4.2,1.9,58,1798,3502,1483,5228,1,1,3214,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,84,112,93,51,147,0,5637,285,0,57,46,12,17,10000000,2015,52,5.2,2.4,0,1301,3503,1890,5229,3,5,3215,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,71,104,275,102,439,3607,22753,940,4,94,46,17,17,10000000,2008,161,6.1,2.4,0,1789,1330,1892,5230,3,5,3218,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,102,94,10,72,122,0,11950,375,0,89,46,12,17,39747870,2010,109,5.8,2.4,0,1842,3504,1893,5231,2,5,3219,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5,91,8,111,485,0,1642,964,0,11,46,8,18,10000000,2011,152,4.5,2.4,0,2368,3506,1895,5233,2,1,3222,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,76,117,13,415,5000,0,9585,7637,1,38,46,7,17,6000000,2008,2000,6.9,2.4,0,426,244,567,2003,2,5,3223,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,8,85,0,196,1000,0,162,2259,0,2,46,24,13,10000000,2014,618,4.8,0.0,186,685,3215,1230,5234,2,1,3224,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,75,106,261,520,30000,0,3075,31325,2,31,46,3,17,10000000,2008,744,6.3,2.4,589,1467,3507,110,264,2,5,3225,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,66,81,4,5,63,11835,1920,81,0,7,31,22,13,10000000,2013,10,6.9,2.4,1000,923,1115,1896,5235,3,5,3226,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,31,100,98,95,1000,0,1250,2227,1,16,46,7,18,10000000,2010,891,5.4,2.4,695,661,3508,582,5236,4,5,3227,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,17,116,24,46,183,0,2223,428,2,27,46,8,17,10000000,2007,136,7.0,2.4,746,980,2369,1897,5237,2,5,3229,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,152,135,419,7,398,128486,26156,569,0,74,30,24,17,10000000,2008,149,7.3,2.4,0,1671,1761,1899,5238,4,5,3231,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15,89,3,499,764,0,3015,2876,1,27,46,8,13,10000000,2010,716,6.5,2.4,850,526,395,94,3401,4,5,3233,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,30,94,9,262,4000,0,12372,9432,1,42,46,8,17,10000000,2014,4000,5.2,0.0,0,86,329,1542,3549,4,5,3237,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,130,117,43,244,742,43100000,75280,2127,0,267,46,7,11,9500000,1967,462,6.9,2.4,0,2371,1516,1902,844,3,5,3238,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,29,102,7,1000,31000,0,5865,35634,7,12,46,7,17,10000000,2014,1000,6.0,0.0,1000,1006,3354,1068,3158,4,3,3239,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,447,127,0,319,678,225377,70382,1557,1,190,40,2,18,8900000,2012,432,7.9,1.9,33000,1984,1118,1903,3936,2,5,3240,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,232,121,0,82,148,12899702,76681,448,1,228,42,17,17,39747870,2006,114,7.6,2.4,0,2211,3509,1678,5240,4,5,3244,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,62,90,0,123,187,0,23516,646,0,147,46,8,17,9300000,1981,176,6.7,1.4,0,560,2266,1906,5241,5,5,3245,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,56,104,12,1000,21000,2600000,11612,23962,3,88,46,7,17,6000000,1995,1000,7.5,2.4,0,2309,9,681,334,2,5,3247,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,41,90,116,303,594,1602466,9673,1836,0,106,46,9,13,600000000,2010,412,6.0,0.0,0,709,3511,1908,1165,4,5,3249,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,439,130,3000,844,10000,3029870,128729,15835,1,551,46,36,17,7400000,2011,4000,7.1,2.4,50000,818,26,490,768,2,5,3250,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,54,92,25,110,509,0,13003,1248,0,80,46,12,16,8500000,2011,446,7.5,2.4,10000,1062,268,1909,5243,5,5,3251,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,50,176,147,1000,8000,3047539,42296,13762,4,286,43,9,15,7217600,2012,3000,6.9,2.4,12000,2198,3476,1910,5244,2,5,3252,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,392,116,0,513,1000,78900000,563827,2524,0,1110,46,7,17,11000000,1979,581,8.5,2.4,23000,2293,291,1078,5245,2,5,3253,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,129,130,92,177,244,63600000,82073,1164,1,275,46,7,11,9000000,1965,189,7.0,2.4,0,2047,844,1914,2008,3,5,3257,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,81,110,798,16,580,0,8667,662,9,29,19,15,13,39747870,2010,26,7.3,2.4,0,762,3512,1916,5249,3,5,3259,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,46,137,0,130,591,10161099,23441,1341,1,108,46,7,18,9000000,1989,520,7.7,1.9,0,2039,1497,264,5255,6,5,3272,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
1,103,124,162,277,23000,1043487,27766,24102,3,314,46,7,17,39747870,1998,776,7.0,1.9,0,2199,4,1091,2868,2,5,3284,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
